"","date","state","confirmed","Casos.Estimado","t","Casos.Forecast","Casos.Lo.80","Casos.Hi.80","Casos.Lo.95","Casos.Hi.95","deaths","Obitos.Estimado","Obitos.Forecast","Obitos.Lo.80","Obitos.Hi.80","Obitos.Lo.95","Obitos.Hi.95"
"751",2020-07-07,"AP",30294,30227.1557825909,109,NA,NA,NA,NA,NA,455,454.70702123839,NA,NA,NA,NA,NA
"752",2020-07-08,"AP",30524,30535.3008905401,110,NA,NA,NA,NA,NA,462,460.177277815668,NA,NA,NA,NA,NA
"753",2020-07-09,"AP",30763,30762.23322236,111,NA,NA,NA,NA,NA,467,468.331380368475,NA,NA,NA,NA,NA
"754",2020-07-10,"AP",31080,31001.4413669623,112,NA,NA,NA,NA,NA,470,471.766167164376,NA,NA,NA,NA,NA
"755",2020-07-11,"AP",31279,31339.7663959934,113,NA,NA,NA,NA,NA,473,475.250732967573,NA,NA,NA,NA,NA
"756",2020-07-12,"AP",31364,31522.2711349563,114,NA,NA,NA,NA,NA,474,477.053437574663,NA,NA,NA,NA,NA
"757",2020-07-13,"AP",31552,31564.3078549549,115,NA,NA,NA,NA,NA,478,477.783308484555,NA,NA,NA,NA,NA
"758",2020-07-14,"AP",31885,31748.9668425916,116,NA,NA,NA,NA,NA,483,482.310735805176,NA,NA,NA,NA,NA
"759",2020-07-15,"AP",32408,32118.8935420357,117,NA,NA,NA,NA,NA,488,487.206074561303,NA,NA,NA,NA,NA
"760",2020-07-16,"AP",33004,32720.3725502716,118,NA,NA,NA,NA,NA,493,492.574127124041,NA,NA,NA,NA,NA
"761",2020-07-17,"AP",33436,33393.364261629,119,NA,NA,NA,NA,NA,499,497.428604544611,NA,NA,NA,NA,NA
"762",2020-07-18,"AP",33585,33836.9378891651,120,NA,NA,NA,NA,NA,505,504.184037444328,NA,NA,NA,NA,NA
"763",2020-07-19,"AP",33705,33917.5484252357,121,NA,NA,NA,NA,NA,507,509.859895553051,NA,NA,NA,NA,NA
"764",2020-07-20,"AP",34145,33979.8513757403,122,NA,NA,NA,NA,NA,515,510.799077410381,NA,NA,NA,NA,NA
"765",2020-07-21,"AP",34405,34464.6815754345,123,NA,NA,NA,NA,NA,533,521.626469017344,NA,NA,NA,NA,NA
"766",2020-07-22,"AP",34660,34708.4807929164,124,NA,NA,NA,NA,NA,544,542.157263196435,NA,NA,NA,NA,NA
"767",2020-07-23,"AP",34838,34950.3205038888,125,NA,NA,NA,NA,NA,548,551.219983382201,NA,NA,NA,NA,NA
"768",2020-07-24,"AP",35026,35097.8306912024,126,NA,NA,NA,NA,NA,552,555.102615049135,NA,NA,NA,NA,NA
"769",2020-07-25,"AP",35162,35266.3319866555,127,NA,NA,NA,NA,NA,554,558.089364238462,NA,NA,NA,NA,NA
"770",2020-07-26,"AP",35220,35374.0106862679,128,NA,NA,NA,NA,NA,554,559.296270718299,NA,NA,NA,NA,NA
"771",2020-07-27,"AP",35364,35390.203920687,129,NA,NA,NA,NA,NA,556,557.896587655175,NA,NA,NA,NA,NA
"772",2020-07-28,"AP",35697,35527.0907703206,130,NA,NA,NA,NA,NA,558,560.508524705524,NA,NA,NA,NA,NA
"773",2020-07-29,"AP",35973,35906.2132538142,131,NA,NA,NA,NA,NA,559,561.116698121748,NA,NA,NA,NA,NA
"774",2020-07-30,"AP",36272,36200.3427609891,132,NA,NA,NA,NA,NA,561,562.413282632711,NA,NA,NA,NA,NA
"775",2020-07-31,"AP",36468,36518.7943813026,133,NA,NA,NA,NA,NA,565,563.746716369169,NA,NA,NA,NA,NA
"776",2020-08-01,"AP",36595,36701.006060223,134,NA,NA,NA,NA,NA,568,568.887939592427,NA,NA,NA,NA,NA
"777",2020-08-02,"AP",36639,36799.2303264263,135,NA,NA,NA,NA,NA,571,570.568723901983,NA,NA,NA,NA,NA
"778",2020-08-03,"AP",36804,36799.7352167155,136,NA,NA,NA,NA,NA,576,574.793317037262,NA,NA,NA,NA,NA
"779",2020-08-04,"AP",36999,36965.8929077781,137,NA,NA,NA,NA,NA,581,579.385226612722,NA,NA,NA,NA,NA
"780",2020-08-05,"AP",37318,37169.8799493732,138,NA,NA,NA,NA,NA,588,585.2934125451,NA,NA,NA,NA,NA
"781",2020-08-06,"AP",37735,37529.087680307,139,NA,NA,NA,NA,NA,594,592.676659038692,NA,NA,NA,NA,NA
"782",2020-08-07,"AP",37964,38001.9833346166,140,NA,NA,NA,NA,NA,599,598.760541100818,NA,NA,NA,NA,NA
"783",2020-08-08,"AP",38139,38220.6726191411,141,NA,NA,NA,NA,NA,601,603.699392921715,NA,NA,NA,NA,NA
"784",2020-08-09,"AP",38208,38373.5022871625,142,NA,NA,NA,NA,NA,602,604.553675337803,NA,NA,NA,NA,NA
"785",2020-08-10,"AP",38399,38397.5760843764,143,NA,NA,NA,NA,NA,603,605.494223041826,NA,NA,NA,NA,NA
"786",2020-08-11,"AP",38636,38588.9626114943,144,NA,NA,NA,NA,NA,604,605.652265718782,NA,NA,NA,NA,NA
"787",2020-08-12,"AP",38801,38838.7310831013,145,NA,NA,NA,NA,NA,606,606.745809411054,NA,NA,NA,NA,NA
"788",2020-08-13,"AP",39015,38993.4888422247,146,NA,NA,NA,NA,NA,609,608.481389783789,NA,NA,NA,NA,NA
"789",2020-08-14,"AP",39244,39213.3281248893,147,NA,NA,NA,NA,NA,612,611.958124227617,NA,NA,NA,NA,NA
"790",2020-08-15,"AP",39431,39450.6541178691,148,NA,NA,NA,NA,NA,613,614.585613591976,NA,NA,NA,NA,NA
"791",2020-08-16,"AP",39518,39632.3189354972,149,NA,NA,NA,NA,NA,613,615.166970642793,NA,NA,NA,NA,NA
"792",2020-08-17,"AP",39703,39688.2866412221,150,NA,NA,NA,NA,NA,617,614.657432992278,NA,NA,NA,NA,NA
"793",2020-08-18,"AP",39957,39877.2806364197,151,NA,NA,NA,NA,NA,619,620.214955222208,NA,NA,NA,NA,NA
"794",2020-08-19,"AP",40211,40152.9207500132,152,NA,NA,NA,NA,NA,622,620.363960442293,NA,NA,NA,NA,NA
"795",2020-08-20,"AP",40603,40422.6865754124,153,NA,NA,NA,NA,NA,626,625.526814099905,NA,NA,NA,NA,NA
"796",2020-08-21,"AP",40875,40863.6333157685,154,NA,NA,NA,NA,NA,627,628.017613739782,NA,NA,NA,NA,NA
"797",2020-08-22,"AP",41031,41138.7188438875,155,NA,NA,NA,NA,NA,630,629.647429637798,NA,NA,NA,NA,NA
"798",2020-08-23,"AP",41120,41265.4781686838,156,NA,NA,NA,NA,NA,631,632.416272278203,NA,NA,NA,NA,NA
"799",2020-08-24,"AP",41254,41314.9875862919,157,NA,NA,NA,NA,NA,637,632.945382364423,NA,NA,NA,NA,NA
"800",2020-08-25,"AP",41553,41432.4322823371,158,NA,NA,NA,NA,NA,642,641.160673288489,NA,NA,NA,NA,NA
"801",2020-08-26,"AP",41981,41764.1608314469,159,NA,NA,NA,NA,NA,647,644.586029784979,NA,NA,NA,NA,NA
"802",2020-08-27,"AP",42285,42251.022618951,160,NA,NA,NA,NA,NA,652,651.724970665763,NA,NA,NA,NA,NA
"803",2020-08-28,"AP",42625,42564.2459036398,161,NA,NA,NA,NA,NA,657,655.088082151712,NA,NA,NA,NA,NA
"804",2020-08-29,"AP",42771,42920.7378258963,162,NA,NA,NA,NA,NA,659,662.097454609428,NA,NA,NA,NA,NA
"805",2020-08-30,"AP",42892,43026.0909439329,163,NA,NA,NA,NA,NA,660,661.129578650858,NA,NA,NA,NA,NA
"806",2020-08-31,"AP",43193,43110.6914654592,164,NA,NA,NA,NA,NA,661,664.05662097336,NA,NA,NA,NA,NA
"807",2020-09-01,"AP",43514,43434.0344190051,165,NA,NA,NA,NA,NA,663,662.402577482266,NA,NA,NA,NA,NA
"808",2020-09-02,"AP",43800,43776.7413692188,166,NA,NA,NA,NA,NA,668,666.847030967344,NA,NA,NA,NA,NA
"809",2020-09-03,"AP",44064,44069.0550098392,167,NA,NA,NA,NA,NA,669,670.506494870577,NA,NA,NA,NA,NA
"810",2020-09-04,"AP",44454,44331.6828088805,168,NA,NA,NA,NA,NA,670,671.746866092689,NA,NA,NA,NA,NA
"811",2020-09-05,"AP",44682,44754.8862589758,169,NA,NA,NA,NA,NA,671,671.928298598867,NA,NA,NA,NA,NA
"812",2020-09-06,"AP",44770,44963.1010166857,170,NA,NA,NA,NA,NA,672,673.261008149935,NA,NA,NA,NA,NA
"813",2020-09-07,"AP",44863,44998.6830375595,171,NA,NA,NA,NA,NA,673,673.540951709584,NA,NA,NA,NA,NA
"814",2020-09-08,"AP",44999,45054.8513794323,172,NA,NA,NA,NA,NA,675,674.932263102807,NA,NA,NA,NA,NA
"815",2020-09-09,"AP",45251,45175.6903176652,173,NA,NA,NA,NA,NA,675,676.715872877786,NA,NA,NA,NA,NA
"816",2020-09-10,"AP",45529,45448.1334071134,174,NA,NA,NA,NA,NA,676,676.124393525559,NA,NA,NA,NA,NA
"817",2020-09-11,"AP",45665,45748.0849403093,175,NA,NA,NA,NA,NA,677,677.63724331018,NA,NA,NA,NA,NA
"818",2020-09-12,"AP",45789,45861.5312285703,176,NA,NA,NA,NA,NA,678,677.993677781328,NA,NA,NA,NA,NA
"819",2020-09-13,"AP",45853,45965.8423605858,177,NA,NA,NA,NA,NA,678,679.517861988924,NA,NA,NA,NA,NA
"820",2020-09-14,"AP",45955,45999.2108879853,178,NA,NA,NA,NA,NA,680,678.473757308692,NA,NA,NA,NA,NA
"821",2020-09-15,"AP",46117,46089.2096803099,179,NA,NA,NA,NA,NA,682,682.020519372956,NA,NA,NA,NA,NA
"822",2020-09-16,"AP",46266,46258.7534645034,180,NA,NA,NA,NA,NA,685,682.758428335286,NA,NA,NA,NA,NA
"823",2020-09-17,"AP",46372,46409.7205631387,181,NA,NA,NA,NA,NA,688,687.660046623276,NA,NA,NA,NA,NA
"824",2020-09-18,"AP",46601,46505.4811779445,182,NA,NA,NA,NA,NA,690,689.238302476892,NA,NA,NA,NA,NA
"825",2020-09-19,"AP",46738,46760.4101124815,183,NA,NA,NA,NA,NA,691,692.58617981089,NA,NA,NA,NA,NA
"826",2020-09-20,"AP",46863,46891.3268052652,184,NA,NA,NA,NA,NA,691,691.848689585591,NA,NA,NA,NA,NA
"827",2020-09-21,"AP",46946,47008.6373900949,185,NA,NA,NA,NA,NA,693,692.878433810353,NA,NA,NA,NA,NA
"828",2020-09-22,"AP",47135,47074.6342408476,186,NA,NA,NA,NA,NA,695,694.241154640627,NA,NA,NA,NA,NA
"829",2020-09-23,"AP",47364,47280.020747545,187,NA,NA,NA,NA,NA,697,697.029144338261,NA,NA,NA,NA,NA
"830",2020-09-24,"AP",47516,47531.8172235956,188,NA,NA,NA,NA,NA,698,698.379190990275,NA,NA,NA,NA,NA
"831",2020-09-25,"AP",47657,47679.5235802451,189,NA,NA,NA,NA,NA,699,699.693766187284,NA,NA,NA,NA,NA
"832",2020-09-26,"AP",47745,47814.4094717883,190,NA,NA,NA,NA,NA,702,700.191167098395,NA,NA,NA,NA,NA
"833",2020-09-27,"AP",47795,47883.5680161305,191,NA,NA,NA,NA,NA,702,704.399144311881,NA,NA,NA,NA,NA
"834",2020-09-28,"AP",47935,47909.5259033521,192,NA,NA,NA,NA,NA,704,702.330439746122,NA,NA,NA,NA,NA
"835",2020-09-29,"AP",48054,48056.4409403067,193,NA,NA,NA,NA,NA,705,706.759836681652,NA,NA,NA,NA,NA
"836",2020-09-30,"AP",48254,48174.7783381089,194,NA,NA,NA,NA,NA,709,705.083256742838,NA,NA,NA,NA,NA
"837",2020-10-01,"AP",NA,NA,195,48396.2833487537,48065.9444266077,48726.6222708998,47891.0735643758,48901.4931331317,NA,NA,712.885788411249,709.871239776511,715.900337045987,708.275434124631,717.496142697867
"838",2020-10-02,"AP",NA,NA,196,48538.5666975075,48004.214064734,49072.919330281,47721.3448677833,49355.7885272317,NA,NA,713.676721230219,708.405681909713,718.947760550725,705.615362243938,721.7380802165
"839",2020-10-03,"AP",NA,NA,197,48680.8500462612,47942.39975693,49419.3003355924,47551.4877869695,49810.212305553,NA,NA,716.739581684764,709.848439820315,723.630723549212,706.200489673327,727.2786736962
"840",2020-10-04,"AP",NA,NA,198,48823.133395015,47872.0634100613,49774.2033799687,47368.5973721167,50277.6694179133,NA,NA,718.13462435997,709.360777721313,726.908470998626,704.716183869566,731.553064850374
"841",2020-10-05,"AP",NA,NA,199,48965.4167437687,47790.9846991775,50139.84878836,47169.2779292448,50761.5555582927,NA,NA,720.754008911881,710.24804287116,731.259974952602,704.686520395441,736.821497428321
"842",2020-10-06,"AP",NA,NA,200,49107.7000925225,47698.5654662808,50516.8347187641,46952.6146546389,51262.785530406,NA,NA,722.474606408261,710.067819150189,734.881393666333,703.500062704014,741.449150112508
"843",2020-10-07,"AP",NA,NA,201,49249.9834412762,47594.7718383013,50905.195044251,46718.5557439093,51781.4111386431,NA,NA,724.855001781819,710.573574612497,739.136428951141,703.013443742125,746.696559821513
"844",2020-10-08,"AP",NA,NA,202,49392.2667900299,47479.789907445,51304.7436726149,46467.3858005248,52317.1477795351,NA,NA,726.751040781919,710.477598951852,743.024482611986,701.862959218158,751.63912234568
"845",2020-10-09,"AP",NA,NA,203,49534.5501387837,47353.892083498,51715.2081940694,46199.5214393019,52869.5788382655,NA,NA,729.002644879489,710.715143198013,747.290146560966,701.034324581994,756.970965176985
"846",2020-10-10,"AP",NA,NA,204,49676.8334875374,47217.3797544058,52136.2872206691,45915.4235933268,53438.2433817481,NA,NA,730.99322931165,710.601413564583,751.385045058716,699.806638371282,762.179820252017
"847",2020-10-11,"AP",NA,NA,205,49819.1168362912,47070.5573604508,52567.6763121315,45615.5578638326,54022.6758087497,NA,NA,733.175427786401,710.63696589404,755.713889678762,698.705824874103,767.645030698699
"848",2020-10-12,"AP",NA,NA,206,49961.4001850449,46913.7205486095,53009.0798214803,45300.3764038511,54622.4239662387,NA,NA,735.216962754974,710.456512537798,759.97741297215,697.349121950583,773.084803559365
"849",2020-10-13,"AP",NA,NA,207,50103.6835337987,46747.1510046013,53460.216062996,44970.3100145143,55237.057053083,NA,NA,737.361758537331,710.328664921398,764.394852153264,696.018209590542,778.70530748412
"850",2020-10-14,"AP",NA,NA,208,50245.9668825524,46571.1145612074,53920.8192038974,44625.7652519775,55866.1685131273,NA,NA,739.430750751633,710.058394827213,768.803106676054,694.509608832157,784.35189267111
"851",2020-03-06,"BA",1,0.999552786474451,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"852",2020-03-07,"BA",2,1.99910557630159,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"853",2020-03-09,"BA",2,2.79957956605902,3,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"854",2020-03-10,"BA",2,2.19890534208286,4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"855",2020-03-11,"BA",3,2.46798494554038,5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"856",2020-03-12,"BA",3,3.73122142649708,6,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"857",2020-03-13,"BA",7,3.29721788076538,7,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"858",2020-03-15,"BA",9,9.29616158100336,8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"859",2020-03-16,"BA",10,9.51010594115449,9,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"860",2020-03-17,"BA",14,11.175327123432,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"861",2020-03-18,"BA",27,16.3270909151807,11,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"862",2020-03-19,"BA",31,32.5285812427555,12,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"863",2020-03-20,"BA",34,31.6008765560564,13,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"864",2020-03-21,"BA",41,37.4658618808316,14,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"865",2020-03-22,"BA",55,45.3224234899918,15,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"866",2020-03-23,"BA",63,62.1430876817679,16,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"867",2020-03-24,"BA",79,66.9001709320208,17,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"868",2020-03-25,"BA",91,88.6655999285014,18,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"869",2020-03-26,"BA",108,97.1098315150108,19,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"870",2020-03-27,"BA",123,119.07948738096,20,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"871",2020-03-28,"BA",127,132.002250092544,21,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"872",2020-03-29,"BA",156,133.986982263763,22,NA,NA,NA,NA,NA,1,5.72183678215765e-09,NA,NA,NA,NA,NA
"873",2020-03-30,"BA",176,175.206677644703,23,NA,NA,NA,NA,NA,2,1.35846288087642,NA,NA,NA,NA,NA
"874",2020-03-31,"BA",217,186.111266018106,24,NA,NA,NA,NA,NA,2,2.58843011950643,NA,NA,NA,NA,NA
"875",2020-04-01,"BA",246,241.425265482949,25,NA,NA,NA,NA,NA,2,2.3774997683662,NA,NA,NA,NA,NA
"876",2020-04-02,"BA",267,260.133495857956,26,NA,NA,NA,NA,NA,3,2.24218011723703,NA,NA,NA,NA,NA
"877",2020-04-03,"BA",290,285.73072314101,27,NA,NA,NA,NA,NA,6,3.51383040913702,NA,NA,NA,NA,NA
"878",2020-04-04,"BA",336,309.905076047193,28,NA,NA,NA,NA,NA,7,7.40502990111325,NA,NA,NA,NA,NA
"879",2020-04-05,"BA",401,366.429353666007,29,NA,NA,NA,NA,NA,9,8.25984171950581,NA,NA,NA,NA,NA
"880",2020-04-06,"BA",437,435.348062324688,30,NA,NA,NA,NA,NA,10,10.5251609824871,NA,NA,NA,NA,NA
"881",2020-04-07,"BA",462,460.44334475287,31,NA,NA,NA,NA,NA,14,11.3369102684334,NA,NA,NA,NA,NA
"882",2020-04-08,"BA",515,490.678145376891,32,NA,NA,NA,NA,NA,18,16.2915290620733,NA,NA,NA,NA,NA
"883",2020-04-09,"BA",568,555.6182340355,33,NA,NA,NA,NA,NA,19,20.9039524612525,NA,NA,NA,NA,NA
"884",2020-04-10,"BA",616,604.665100654796,34,NA,NA,NA,NA,NA,19,21.2214561937939,NA,NA,NA,NA,NA
"885",2020-04-11,"BA",640,655.174326173449,35,NA,NA,NA,NA,NA,21,20.4251466264906,NA,NA,NA,NA,NA
"886",2020-04-12,"BA",674,671.211074442355,36,NA,NA,NA,NA,NA,21,22.6312102177515,NA,NA,NA,NA,NA
"887",2020-04-13,"BA",723,715.623457462094,37,NA,NA,NA,NA,NA,22,22.0464819182212,NA,NA,NA,NA,NA
"888",2020-04-14,"BA",776,766.191137952148,38,NA,NA,NA,NA,NA,26,23.0298198763185,NA,NA,NA,NA,NA
"889",2020-04-15,"BA",884,820.105081346954,39,NA,NA,NA,NA,NA,28,28.0945191738822,NA,NA,NA,NA,NA
"890",2020-04-16,"BA",967,950.194912839965,40,NA,NA,NA,NA,NA,34,30.0606375593511,NA,NA,NA,NA,NA
"891",2020-04-17,"BA",1064,1013.62844418361,41,NA,NA,NA,NA,NA,36,37.47275273377,NA,NA,NA,NA,NA
"892",2020-04-18,"BA",1200,1130.75597137784,42,NA,NA,NA,NA,NA,40,38.9448255590414,NA,NA,NA,NA,NA
"893",2020-04-19,"BA",1249,1278.02146676205,43,NA,NA,NA,NA,NA,45,43.3230664196339,NA,NA,NA,NA,NA
"894",2020-04-20,"BA",1377,1293.42722027658,44,NA,NA,NA,NA,NA,47,48.9241848470456,NA,NA,NA,NA,NA
"895",2020-04-21,"BA",1504,1478.61404826403,45,NA,NA,NA,NA,NA,48,50.2344360204684,NA,NA,NA,NA,NA
"896",2020-04-22,"BA",1645,1582.28913249453,46,NA,NA,NA,NA,NA,53,50.4334736672172,NA,NA,NA,NA,NA
"897",2020-04-23,"BA",1845,1747.34049469874,47,NA,NA,NA,NA,NA,62,56.353478067592,NA,NA,NA,NA,NA
"898",2020-04-24,"BA",1979,1966.87215320954,48,NA,NA,NA,NA,NA,67,67.37754653643,NA,NA,NA,NA,NA
"899",2020-04-25,"BA",2116,2073.808423457,49,NA,NA,NA,NA,NA,72,72.2422101206586,NA,NA,NA,NA,NA
"900",2020-04-26,"BA",2248,2237.82593298275,50,NA,NA,NA,NA,NA,74,77.155386785174,NA,NA,NA,NA,NA
"901",2020-04-27,"BA",2356,2364.78523427667,51,NA,NA,NA,NA,NA,83,78.0242977758136,NA,NA,NA,NA,NA
"902",2020-04-28,"BA",2564,2473.95584211372,52,NA,NA,NA,NA,NA,93,88.8079022854322,NA,NA,NA,NA,NA
"903",2020-04-29,"BA",2676,2727.40701102284,53,NA,NA,NA,NA,NA,100,100.310613672002,NA,NA,NA,NA,NA
"904",2020-04-30,"BA",2867,2781.88163943436,54,NA,NA,NA,NA,NA,106,107.199270203046,NA,NA,NA,NA,NA
"905",2020-05-01,"BA",3140,3039.46098843331,55,NA,NA,NA,NA,NA,117,112.769376361729,NA,NA,NA,NA,NA
"906",2020-05-02,"BA",3315,3315.64865695367,56,NA,NA,NA,NA,NA,123,125.285897861557,NA,NA,NA,NA,NA
"907",2020-05-03,"BA",3566,3455.54621230837,57,NA,NA,NA,NA,NA,128,130.466488348949,NA,NA,NA,NA,NA
"908",2020-05-04,"BA",3734,3765.75486484195,58,NA,NA,NA,NA,NA,141,134.582343851571,NA,NA,NA,NA,NA
"909",2020-05-05,"BA",4040,3880.76125487496,59,NA,NA,NA,NA,NA,146,149.8828353062,NA,NA,NA,NA,NA
"910",2020-05-06,"BA",4301,4279.33400304708,60,NA,NA,NA,NA,NA,160,153.490983010743,NA,NA,NA,NA,NA
"911",2020-05-07,"BA",4528,4484.48526529438,61,NA,NA,NA,NA,NA,165,169.824223934766,NA,NA,NA,NA,NA
"912",2020-05-08,"BA",4818,4738.21119036596,62,NA,NA,NA,NA,NA,183,173.094918767822,NA,NA,NA,NA,NA
"913",2020-05-09,"BA",5174,5053.05119632284,63,NA,NA,NA,NA,NA,196,194.645522633941,NA,NA,NA,NA,NA
"914",2020-05-10,"BA",5558,5433.2776476486,64,NA,NA,NA,NA,NA,202,208.13105248067,NA,NA,NA,NA,NA
"915",2020-05-11,"BA",5808,5828.2219883565,65,NA,NA,NA,NA,NA,214,211.933297799919,NA,NA,NA,NA,NA
"916",2020-05-12,"BA",6204,6035.54619487405,66,NA,NA,NA,NA,NA,225,224.674133806178,NA,NA,NA,NA,NA
"917",2020-05-13,"BA",6547,6530.3936569088,67,NA,NA,NA,NA,NA,236,235.790944737911,NA,NA,NA,NA,NA
"918",2020-05-14,"BA",6955,6816.63299440803,68,NA,NA,NA,NA,NA,262,246.865883287571,NA,NA,NA,NA,NA
"919",2020-05-15,"BA",8128,7294.96007146789,69,NA,NA,NA,NA,NA,281,278.290902229856,NA,NA,NA,NA,NA
"920",2020-05-16,"BA",8314,8753.36649163805,70,NA,NA,NA,NA,NA,286,298.262013197136,NA,NA,NA,NA,NA
"921",2020-05-17,"BA",8443,8423.7525894199,71,NA,NA,NA,NA,NA,295,298.866536729693,NA,NA,NA,NA,NA
"922",2020-05-18,"BA",8881,8847.71936060995,72,NA,NA,NA,NA,NA,312,306.480526868781,NA,NA,NA,NA,NA
"923",2020-05-19,"BA",11013,9295.16704611972,73,NA,NA,NA,NA,NA,326,325.459053059457,NA,NA,NA,NA,NA
"924",2020-05-20,"BA",11197,12102.1220088028,74,NA,NA,NA,NA,NA,362,339.652962453377,NA,NA,NA,NA,NA
"925",2020-05-21,"BA",11941,11185.4401706863,75,NA,NA,NA,NA,NA,376,383.66354571357,NA,NA,NA,NA,NA
"926",2020-05-22,"BA",12557,12803.3374014158,76,NA,NA,NA,NA,NA,399,394.916449107196,NA,NA,NA,NA,NA
"927",2020-05-23,"BA",13000,12992.6653982362,77,NA,NA,NA,NA,NA,413,419.380250488287,NA,NA,NA,NA,NA
"928",2020-05-24,"BA",13899,13622.9910023761,78,NA,NA,NA,NA,NA,460,431.093167574022,NA,NA,NA,NA,NA
"929",2020-05-25,"BA",14204,14643.4350073972,79,NA,NA,NA,NA,NA,477,488.455193746558,NA,NA,NA,NA,NA
"930",2020-05-26,"BA",14566,14661.6770639579,80,NA,NA,NA,NA,NA,495,501.348932096574,NA,NA,NA,NA,NA
"931",2020-05-27,"BA",15070,15208.8687899198,81,NA,NA,NA,NA,NA,531,517.07307566295,NA,NA,NA,NA,NA
"932",2020-05-28,"BA",15963,15670.5711411977,82,NA,NA,NA,NA,NA,570,558.065360959271,NA,NA,NA,NA,NA
"933",2020-05-29,"BA",16917,16715.9504090292,83,NA,NA,NA,NA,NA,609,601.343485946382,NA,NA,NA,NA,NA
"934",2020-05-30,"BA",17626,17596.3246282529,84,NA,NA,NA,NA,NA,638,643.088061963735,NA,NA,NA,NA,NA
"935",2020-05-31,"BA",18392,18246.1781982837,85,NA,NA,NA,NA,NA,667,670.264180659178,NA,NA,NA,NA,NA
"936",2020-06-01,"BA",18898,19086.5363193387,86,NA,NA,NA,NA,NA,701,698.094093085283,NA,NA,NA,NA,NA
"937",2020-06-02,"BA",21430,19472.1095414591,87,NA,NA,NA,NA,NA,736,733.135752823767,NA,NA,NA,NA,NA
"938",2020-06-03,"BA",22451,22891.041026525,88,NA,NA,NA,NA,NA,762,769.162479092747,NA,NA,NA,NA,NA
"939",2020-06-04,"BA",23463,22880.127028548,89,NA,NA,NA,NA,NA,790,792.594996266348,NA,NA,NA,NA,NA
"940",2020-06-05,"BA",26419,24513.6205611165,90,NA,NA,NA,NA,NA,819,819.664786451821,NA,NA,NA,NA,NA
"941",2020-06-06,"BA",27396,28033.3029364947,91,NA,NA,NA,NA,NA,846,848.426485191019,NA,NA,NA,NA,NA
"942",2020-06-07,"BA",28250,28018.6494113456,92,NA,NA,NA,NA,NA,879,874.556680340522,NA,NA,NA,NA,NA
"943",2020-06-08,"BA",28715,29483.6573866724,93,NA,NA,NA,NA,NA,910,909.14944546698,NA,NA,NA,NA,NA
"944",2020-06-09,"BA",30481,29600.8462240234,94,NA,NA,NA,NA,NA,937,940.454337687699,NA,NA,NA,NA,NA
"945",2020-06-10,"BA",32685,32105.6525842786,95,NA,NA,NA,NA,NA,975,966.216085879225,NA,NA,NA,NA,NA
"946",2020-06-11,"BA",33891,34107.5879049617,96,NA,NA,NA,NA,NA,1013,1007.36479296257,NA,NA,NA,NA,NA
"947",2020-06-12,"BA",34665,35040.1101558932,97,NA,NA,NA,NA,NA,1039,1047.38480546166,NA,NA,NA,NA,NA
"948",2020-06-13,"BA",35788,35851.2696018093,98,NA,NA,NA,NA,NA,1069,1070.37916401451,NA,NA,NA,NA,NA
"949",2020-06-14,"BA",36401,37137.2749772079,99,NA,NA,NA,NA,NA,1105,1099.88478492088,NA,NA,NA,NA,NA
"950",2020-06-15,"BA",37620,37458.5837159403,100,NA,NA,NA,NA,NA,1145,1137.71839960916,NA,NA,NA,NA,NA
"951",2020-06-16,"BA",39206,39041.7679531815,101,NA,NA,NA,NA,NA,1181,1180.32858299819,NA,NA,NA,NA,NA
"952",2020-06-17,"BA",40926,40537.265926175,102,NA,NA,NA,NA,NA,1222,1216.56926106499,NA,NA,NA,NA,NA
"953",2020-06-18,"BA",41577,42313.386182317,103,NA,NA,NA,NA,NA,1263,1259.51597934084,NA,NA,NA,NA,NA
"954",2020-06-19,"BA",43922,42504.7151500314,104,NA,NA,NA,NA,NA,1305,1301.76487139252,NA,NA,NA,NA,NA
